,GZ_1h,Продажа,13261,1,11:42:28,8.85714
,GZ_1h_1,Продажа,13261,1,11:42:28,8.85714
,GZ_1h_2,Продажа,13261,1,11:42:28,8.85714
,GZ_1h,Купля,13244,1,11:42:41,8.85714
,GZ_1h_1,Купля,13244,1,11:42:41,8.85714
,GZ_1h_2,Купля,13244,1,11:42:41,8.85714
,SR_1h,Продажа,7363,1,12:00:40,6.42857
,SR_1h_2,Продажа,7363,1,12:00:40,6.42857
,SR_1h_1,Продажа,7360,1,12:00:59,6
,SR_1h_1,Купля,7349,1,12:01:26,6
,SR_1h,Купля,7352,1,12:02:07,6.42857
,SR_1h_2,Купля,7352,1,12:02:07,6.42857
,RI_1h_1,Купля,117650,1,14:07:25,167
,RI_1h_2,Купля,117650,1,14:07:25,167
,GZ_1h,Купля,13283,1,14:07:26,17.4
,GZ_1h_2,Купля,13283,1,14:07:26,17.4
,GZ_1h,Продажа,13270,1,14:07:52,17.4
,GZ_1h_2,Продажа,13270,1,14:07:52,17.4
,RI_1h_1,Продажа,117560,1,14:08:36,167
,RI_1h_2,Продажа,117560,1,14:08:36,167
,Si_1h,Купля,37526,1,14:25:20,7.3
,Eu_1h,Купля,49229,1,14:25:42,14
,Eu_1h,Продажа,49212,1,14:29:23,14
,Si_1h,Продажа,37542,1,14:39:56,7.3
,RI_1h,Купля,117490,1,15:03:44,167
,RI_1h,Продажа,117390,1,15:06:24,167
,RI_1h_1,Продажа,116750,1,15:25:14,80
,RI_1h_1,Купля,116960,1,15:27:00,80
,SR_1h_1,Продажа,7329,1,15:41:07,1
,SR_1h_1,Купля,7318,1,15:45:48,1
,GZ_1h_1,Продажа,13251,1,17:16:06,14.33333
,GZ_1h_1,Купля,13263,1,17:20:59,14.33333
,SR_1h_1,Купля,7345,1,17:33:29,21.66667
,SR_1h_2,Купля,7345,1,17:33:29,21.66667
,SR_1h_1,Продажа,7346,1,17:33:29,21.66667
,SR_1h_2,Продажа,7346,1,17:33:29,21.66667
,RI_1h_2,Купля,117360,1,17:51:43,133.33333
,RI_1h_2,Продажа,117230,1,17:54:08,133.33333
,GZ_1h_1,Купля,13327,1,18:10:27,3
,GZ_1h_2,Купля,13327,1,18:10:27,3
,GZ_1h_1,Продажа,13343,1,18:13:42,3
,GZ_1h_2,Продажа,13343,1,18:13:42,3
