,SR_1h,Купля,7559,1,10:06:19,0.42857
,SR_1h_1,Купля,7559,1,10:06:19,0.42857
,SR_1h_2,Купля,7559,1,10:06:19,0.42857
,SR_1h,Продажа,7570,1,10:06:26,0.42857
,SR_1h_1,Продажа,7570,1,10:06:26,0.42857
,SR_1h_2,Продажа,7570,1,10:06:26,0.42857
,RI_1h_1,Продажа,121160,1,10:19:35,158.33333
,RI_1h_1,Купля,121290,1,10:19:44,158.33333
,GZ_1h_1,Продажа,13151,1,11:37:50,17.16667
,GZ_1h_2,Продажа,13151,1,11:37:50,17.16667
,GZ_1h_1,Купля,13161,1,11:38:07,17.16667
,GZ_1h_2,Купля,13161,1,11:38:07,17.16667
,GZ_1h,Продажа,13169,1,12:15:41,17.16667
,GZ_1h_1,Продажа,13168,1,12:15:44,17
,GZ_1h,Купля,13180,1,12:20:54,17.16667
,GZ_1h_1,Купля,13180,1,12:20:54,17
,SR_1h,Продажа,7494,1,12:23:46,9.58333
,SR_1h_1,Продажа,7494,1,12:23:46,9.58333
,SR_1h_2,Продажа,7494,1,12:23:46,9.58333
,SR_1h,Купля,7511,1,12:26:09,9.58333
,SR_1h_1,Купля,7511,1,12:26:09,9.58333
,SR_1h_2,Купля,7511,1,12:26:09,9.58333
,GZ_1h_2,Купля,13271,1,13:47:29,0.55556
,GZ_1h_2,Продажа,13287,1,13:57:17,0.55556
,Eu_1h,Купля,48480,1,18:02:18,25.90909
,Eu_1h,Продажа,48475,1,18:02:19,25.90909
