,ED_1h,Купля,1.3603,1,12:54:26,9e-005
,ED_1h,Продажа,1.3603,1,12:54:29,9e-005
,SR_1h,Купля,8562,1,13:00:02,8.57143
,RI_1h_2,Купля,132670,1,13:00:30,133.33333
,SR_1h,Продажа,8600,1,13:00:36,8.57143
,SR_1h,Купля,8600,1,13:00:39,7.77778
,RN_1h,Купля,25066,1,13:45:19,5.09091
,RI_1h,Купля,133270,1,13:53:23,95
,RN_1h,Продажа,24997,1,14:43:17,5.09091
,VB_1h,Купля,4222,1,15:05:09,3.33333
,Si_1h,Продажа,35024,1,17:31:20,10.17647
,Eu_1h,Продажа,47615,1,17:32:54,12.91667
,RN_1h,Купля,25089,1,17:58:27,2.26667
,GZ_1h,Купля,14685,1,18:01:10,10.94118
,VB_1h,Продажа,4292,1,18:08:34,3.33333
,RI_1h_2,Продажа,134680,1,18:11:41,133.33333
,SR_1h,Продажа,8672,1,18:15:35,7.77778
,RN_1h,Продажа,25194,1,18:33:02,2.26667
,ED_1h,Купля,1.3607,1,19:22:38,1e-005
,GD_1h,Купля,1318.5,1,19:56:35,0.41579
,ED_1h,Продажа,1.3613,1,20:28:20,1e-005
