,RI_1h,Продажа,119510,1,10:30:19,32.94118
,RI_1h_1,Продажа,119370,1,10:31:17,15
,RI_1h_2,Продажа,119370,1,10:31:17,15
,RI_1h,Купля,119370,1,10:31:40,32.94118
,RI_1h_1,Купля,119620,1,10:36:24,15
,RI_1h_2,Купля,119620,1,10:36:24,15
,SR_1h,Продажа,7289,1,11:05:50,3.91667
,SR_1h_1,Продажа,7289,1,11:05:50,3.91667
,SR_1h_2,Продажа,7289,1,11:05:50,3.91667
,SR_1h,Купля,7280,1,11:17:14,3.91667
,SR_1h_1,Купля,7280,1,11:17:14,3.91667
,SR_1h_2,Купля,7280,1,11:17:14,3.91667
,Si_1h,Купля,36193,1,16:02:53,2.71429
,Si_1h,Продажа,36209,1,16:06:04,2.71429
,SR_1h_1,Продажа,7243,1,16:46:27,1.22727
,SR_1h_2,Продажа,7243,1,16:46:27,1.22727
,SR_1h_1,Купля,7266,1,16:57:58,1.22727
,SR_1h_2,Купля,7266,1,16:57:58,1.22727
,Eu_1h,Купля,48560,1,17:07:09,4.85714
,Eu_1h,Продажа,48581,1,17:07:29,4.85714
,GZ_1h_1,Купля,12855,1,18:00:02,41.42857
,GZ_1h_1,Продажа,12871,1,18:10:09,41.42857
,SR_1h_1,Купля,7267,1,18:10:55,18.375
,SR_1h_1,Продажа,7267,1,18:10:56,18.375
,GZ_1h_1,Купля,12868,1,18:30:17,41.42857
,GZ_1h_1,Продажа,12865,1,18:30:21
