,RI_1h_1,Продажа,120270,1,10:05:17,123.33333
,GZ_1h_1,Продажа,13446,1,10:05:21,24.4
,RI_1h_1,Купля,120130,1,10:07:41,123.33333
,GZ_1h_1,Купля,13461,1,10:09:24,24.4
,RI_1h_1,Купля,120790,1,10:24:10,195
,RI_1h_1,Продажа,120710,1,10:24:29,195
,RI_1h_1,Продажа,120270,1,10:37:57,123.33333
,RI_1h_1,Купля,120270,1,10:38:00
,RI_1h_1,Купля,120860,1,10:50:36,195
,RI_1h_1,Продажа,120790,1,10:50:41
,SR_1h_1,Купля,7422,1,10:58:01,14.92857
,SR_1h_1,Продажа,7420,1,10:58:02,14.92857
,GZ_1h_1,Продажа,13471,1,11:22:26,24.4
,GZ_1h_1,Купля,13454,1,11:23:32,24.4
,GZ_1h_1,Продажа,13396,1,12:02:06,5
,GZ_1h_1,Купля,13378,1,12:05:48,5
,RI_1h_1,Продажа,119760,1,12:09:16,28.33333
,RI_1h_1,Купля,119610,1,12:11:39,28.33333
,SR_1h,Купля,7376,1,13:14:56,14.92857
,SR_1h_2,Купля,7376,1,13:14:56,14.92857
,RI_1h,Купля,119910,1,13:15:12,254
,RI_1h_2,Купля,119910,1,13:15:12,254
,RI_1h,Продажа,119880,1,13:15:14,254
,RI_1h_2,Продажа,119880,1,13:15:14,254
,SR_1h,Продажа,7386,1,13:15:55,14.92857
,SR_1h_2,Продажа,7386,1,13:15:55,14.92857
,SR_1h_1,Купля,7448,1,15:39:48,0.5
,SR_1h_1,Продажа,7459,1,15:43:35,0.5
,GZ_1h_1,Купля,13351,1,16:00:08,32.25
,RI_1h_1,Купля,121110,1,16:00:38,15
,GZ_1h_1,Продажа,13371,1,16:01:02,32.25
,RI_1h_1,Продажа,120800,1,16:01:11,15
