,GZ_1h,Купля,14584,1,10:07:48,2.80952
,GZ_1h,Продажа,14584,1,10:07:51,2.80952
,Eu_1h,Продажа,47065,1,10:21:28,9.6
,RI_1h_4,Продажа,131950,1,10:29:34,36.15385
,RI_1h_4,Купля,131940,1,10:29:36,36.15385
,GZ_1h,Продажа,14517,1,10:31:05,14
,GZ_1h,Купля,14510,1,10:31:08,14
,VB_1h,Продажа,4122,1,11:50:54,1.33333
,RN_1h,Купля,24075,1,12:03:41,19.3
,RI_1h_2,Купля,131020,1,12:31:14,60
,RI_1h,Купля,130570,1,12:59:16,36.15385
,RI_1h_3,Купля,130570,1,12:59:17,36.15385
,LK_1h,Купля,19975,1,14:06:40,6.5
,RN_1h,Продажа,23952,1,14:20:59,19.3
,LK_1h,Продажа,19915,1,14:51:42,6.5
,ED_1h,Продажа,1.365,1,16:28:24,0.00025
,ED_1h,Купля,1.365,1,16:28:27,0.00025
,RI_1h,Купля,131090,1,21:13:04,177.5
,RI_1h_2,Купля,131090,1,21:13:05,177.5
,RI_1h_3,Купля,131090,1,21:13:05,177.5
,GD_1h,Купля,1328.2,1,21:56:01,0.67273
,GD_1h,Купля,1328.2,1,21:56:04,0.16667
,GD_1h,Продажа,1328.2,1,21:56:06,0.16667
,Si_1h,Продажа,34580,1,22:00:05,25
,Si_1h,Купля,34580,1,22:00:08,25
,SR_1h,Купля,8501,1,22:01:31,9
,SR_1h,Продажа,8501,1,22:01:34,9
,GZ_1h,Купля,14440,1,22:15:21,18.125
,GZ_1h,Продажа,14390,1,22:50:24,18.125
,LK_1h,Продажа,19980,1,22:57:04,10.29412
,LK_1h,Купля,19980,1,22:57:07,10.29412
