,SR_1h_1,Продажа,7545,1,16:00:57,15.33333
,SR_1h_1,Купля,7549,1,16:01:08,15.33333
,RI_1h_1,Продажа,123880,1,16:25:14,284.44444
,RI_1h_1,Купля,123880,1,16:25:15,284.44444
,RI_1h_2,Продажа,124180,1,17:00:01,284.44444
,RI_1h_2,Купля,124170,1,17:00:02,284.44444
,Eu_1h,Продажа,48514,1,17:05:51,10.38462
,Eu_1h,Купля,48537,1,17:15:52,10.38462
,RI_1h_1,Продажа,124160,1,18:00:07,215
,GZ_1h_1,Продажа,13470,1,18:00:08,17
,RI_1h_1,Купля,124180,1,18:00:10,215
,GZ_1h_1,Купля,13471,1,18:00:14,17
,SR_1h,Продажа,7575,1,18:14:23,15.33333
,SR_1h_2,Продажа,7575,1,18:14:23,15.33333
,SR_1h,Купля,7579,1,18:16:33,15.33333
,SR_1h_2,Купля,7579,1,18:16:33,15.33333
,SR_1h_1,Продажа,7550,1,18:34:36,9.5
,SR_1h_1,Купля,7547,1,18:39:01
