,GZ_1h_1,Купля,12798,1,10:05:02,30.33333
,Si_1h,Купля,36717,1,10:05:02,6.25
,GZ_1h_1,Продажа,12798,1,10:05:03,30.33333
,Si_1h,Продажа,36732,1,10:13:21,6.25
,GZ_1h_1,Купля,12920,1,12:01:27,10
,SR_1h,Купля,6970,1,12:01:46,9.65517
,SR_1h,Продажа,6980,1,12:02:14,9.65517
,GZ_1h_1,Продажа,12904,1,12:02:30,10
,SR_1h_2,Купля,6998,1,12:05:05,2.78947
,SR_1h_2,Продажа,7006,1,12:05:15,2.78947
,RI_1h_1,Купля,115630,1,12:16:51,65
,RI_1h_2,Купля,115680,1,12:16:52,53.33333
,RI_1h_2,Продажа,115830,1,12:19:20,53.33333
,RI_1h_1,Продажа,116200,1,12:20:03,65
,GZ_1h,Продажа,12952,1,14:13:27,42.66667
,GZ_1h,Купля,12952,1,14:13:28,42.66667
,SR_1h_1,Купля,7066,1,15:16:07,2.58621
,Si_1h,Продажа,36705,1,15:18:23,19.66667
,Si_1h,Купля,36636,1,15:21:08,19.66667
,SR_1h_1,Продажа,7074,1,15:25:34,2.58621
,GZ_1h_1,Купля,13042,1,15:56:31,3.15556
,GZ_1h_2,Купля,13042,1,15:56:31,3.15556
,GZ_1h_1,Продажа,13014,1,16:09:24,3.15556
,GZ_1h_2,Продажа,13014,1,16:09:24,3.15556
,SR_1h_1,Продажа,7052,1,17:00:03,33.5
,SR_1h_1,Купля,7043,1,17:00:31,33.5
,SR_1h,Продажа,7004,1,17:39:47,20.8
,SR_1h_2,Продажа,7004,1,17:39:47,20.8
,SR_1h,Купля,7012,1,17:40:14,20.8
,SR_1h_2,Купля,7012,1,17:40:14,20.8
