,SR_1h,Купля,8454,1,11:10:05,6.2
,Si_1h,Продажа,34831,1,11:10:38,8.59459
,GZ_1h,Купля,14373,1,11:15:05,3.5
,RI_1h,Купля,133990,1,12:15:01,35
,GZ_1h,Продажа,14427,1,12:15:01,3.5
,RI_1h,Продажа,134160,1,12:21:50,35
,SR_1h,Продажа,8466,1,13:12:48,6.2
,Si_1h,Купля,34901,1,13:31:09,8.59459
,RI_1h_1,Продажа,132540,1,15:25:09,206.66667
,RI_1h_1,Купля,132840,1,15:28:14,206.66667
,SR_1h_2,Продажа,8378,1,16:41:43,6.66667
,SR_1h,Продажа,8378,1,16:41:45,6.8
,SR_1h_1,Продажа,8378,1,16:41:46,6.66667
,RI_1h_2,Продажа,132780,1,16:41:47,206.66667
,RI_1h_2,Купля,133060,1,16:55:29,206.66667
,SR_1h_1,Купля,8410,1,16:56:07,6.66667
,SR_1h_2,Купля,8410,1,16:56:07,6.66667
,RI_1h_1,Продажа,132470,1,17:01:49,40
,RI_1h_1,Купля,132300,1,17:06:12,40
,RI_1h_1,Купля,133250,1,17:33:51,485
,GZ_1h_1,Купля,14425,1,17:35:23,27
,SR_1h_1,Купля,8413,1,17:35:29,28.5
,SR_1h_1,Продажа,8391,1,17:41:51,28.5
,RI_1h_1,Продажа,133420,1,18:03:14,485
,GZ_1h_1,Продажа,14390,1,18:12:19,27
,SR_1h,Купля,8441,1,18:29:50,6.8
,GZ_1h_1,Купля,14445,1,19:18:15,2.5
,GZ_1h_1,Продажа,14406,1,19:45:19,2.5
,SR_1h,Купля,8497,1,20:30:07,0.18182
,SR_1h_2,Купля,8509,1,20:30:08,0.18182
,SR_1h,Продажа,8509,1,20:30:28,0.18182
,GZ_1h_2,Продажа,14421,1,21:59:29,24
,GZ_1h,Продажа,14430,1,22:00:32,20.28571
,GZ_1h_2,Купля,14455,1,22:30:15,24
,Si_1h,Продажа,34877,1,23:01:07,6.5
,GZ_1h,Купля,14440,1,23:30:00
,SR_1h_2,Продажа,8486,1,23:30:00
,Si_1h,Купля,34880,1,23:30:00
